"","Suburb","%2015-2016","%2006-2016","Growth PA","year","price","type"
"3382","EAST MELBOURNE","31","213","12.1","2010","1621000","house"
"3383","EAST WARBURTON","21","88","6.5","2010","285000","house"
"3384","EASTWOOD","7","21","1.9","2010","330000","house"
"3385","ECHUCA","4","27","2.4","2010","271000","house"
"3386","EDENHOPE","25","20","1.8","2010","132500","house"
"3387","EDITHVALE","22","140","9.1","2010","616000","house"
"3388","EILDON","6","47","3.9","2010","190000","house"
"3389","ELLIMINYT","13","64","5.1","2010","335000","house"
"3390","ELMORE","8","91","6.7","2010","182500","house"
"3391","ELSTERNWICK","1","110","7.7","2010","1240000","house"
"3392","ELTHAM","9","91","6.7","2010","614000","house"
"3393","ELTHAM NORTH","12","113","7.8","2010","621000","house"
"3394","ELWOOD","4","113","7.8","2010","1350000","house"
"3395","EMERALD","10","80","6.1","2010","433500","house"
"3396","ENDEAVOUR HILLS","11","106","7.5","2010","400000","house"
"3397","EPPING","15","77","5.9","2010","380000","house"
"3398","EPSOM","0","33","2.9","2010","275000","house"
"3399","ESSENDON","9","144","9.3","2010","952000","house"
"3400","ESSENDON NORTH","17","131","8.7","2010","850000","house"
"3401","ESSENDON WEST","0","126","8.5","2010","745000","house"
"3402","EUMEMMERRING","12","91","6.7","2010","378000","house"
"3403","EUREKA","11","41","3.5","2010","245000","house"
"3404","EUROA","13","68","5.3","2010","167000","house"
"3405","EYNESBURY","14","0","NA","2010","295000","house"
"3406","FAIRFIELD","13","142","9.2","2010","810000","house"
"3407","FAIRHAVEN","14","61","4.9","2010","866000","house"
"3408","FAWKNER","15","127","8.6","2010","460000","house"
"3409","FERNTREE GULLY","10","127","8.6","2010","449000","house"
"3410","FERNY CREEK","16","132","8.8","2010","580000","house"
"3411","FINGAL","-3","243","13.1","2010","515000","house"
"3412","FITZROY","14","141","9.2","2010","810000","house"
"3413","FITZROY NORTH","9","131","8.8","2010","900000","house"
"3414","FIVEWAYS","10","44","3.7","2010","318500","house"
"3415","FLEMINGTON","11","130","8.7","2010","670000","house"
"3416","FLINDERS","44","72","5.6","2010","760000","house"
"3417","FLORA HILL","1","43","3.7","2010","266000","house"
"3418","FLOWERDALE","-17","2","0.2","2010","157500","house"
"3419","FOOTSCRAY","12","127","8.6","2010","574000","house"
"3420","FOREST HILL","5","160","10.0","2010","620000","house"
"3421","FOSTER","-3","35","3.1","2010","265000","house"
"3422","FRANKSTON","11","92","6.7","2010","367000","house"
"3423","FRANKSTON NORTH","19","101","7.2","2010","280000","house"
"3424","FRANKSTON SOUTH","10","94","6.9","2010","530000","house"
"3425","FRASER RIDGE","2","NA","NA","2010","NA","house"
"3426","FRASER RISE","8","NA","NA","2010","NA","house"
"3427","GARDEN CITY","8","129","8.7","2010","1062500","house"
"3428","GARFIELD","10","70","5.5","2010","342500","house"
"3429","GEELONG","-5","81","6.1","2010","465000","house"
"3430","GEELONG WEST","11","108","7.6","2010","385000","house"
"3431","GEMBROOK","22","110","7.7","2010","340000","house"
"3432","GISBORNE","15","127","8.5","2010","398000","house"
"3433","GLADSTONE PARK","14","94","6.9","2010","426500","house"
"3434","GLEN HUNTLY","4","180","10.8","2010","919000","house"
"3435","GLEN IRIS","6","141","9.2","2010","1320000","house"
"3436","GLEN WAVERLEY","-1","168","10.3","2010","735000","house"
"3437","GLENGARRY","-3","36","3.1","2010","250000","house"
"3438","GLENROWAN","21","11","1.0","2010","286000","house"
"3439","GLENROY","5","111","7.7","2010","508500","house"
"3440","GOLDEN BEACH","18","34","3.0","2010","150000","house"
"3441","GOLDEN POINT (BALLARAT)","14","57","4.6","2010","250000","house"
"3442","GOLDEN SQUARE","3","56","4.6","2010","262000","house"
"3443","GORDON","-5","49","4.0","2010","290000","house"
"3444","GOUGHS BAY","-11","27","2.4","2010","193000","house"
"3445","GOWANBRAE","8","72","5.6","2010","535000","house"
"3446","GRANTVILLE","6","47","3.9","2010","260000","house"
"3447","GREEN LAKE","8","88","6.5","2010","230000","house"
"3448","GREENSBOROUGH","13","102","7.3","2010","530000","house"
"3449","GREENVALE","9","38","3.2","2010","517500","house"
"3450","GROVEDALE","8","57","4.6","2010","335000","house"
"3451","HADFIELD","12","118","8.1","2010","530000","house"
"3452","HALLAM","7","87","6.5","2010","365000","house"
"3453","HALLS GAP","11","5","0.5","2010","257500","house"
"3454","HAMILTON","8","11","1.0","2010","203000","house"
"3455","HAMLYN HEIGHTS","8","80","6.1","2010","345000","house"
"3456","HAMPTON","8","107","7.5","2010","1295000","house"
"3457","HAMPTON EAST","17","146","9.4","2010","813000","house"
"3458","HAMPTON PARK","11","86","6.4","2010","333000","house"
"3459","HARKAWAY","19","108","7.6","2010","440000","house"
"3460","HARKNESS","4","52","4.3","2010","307500","house"
"3461","HASTINGS","10","78","5.9","2010","355000","house"
"3462","HASTINGS WEST","13","99","7.1","2010","265000","house"
"3463","HAWTHORN","17","161","10.0","2010","1430000","house"
"3464","HAWTHORN EAST","-3","117","8.0","2010","1400000","house"
"3465","HEALESVILLE","2","82","6.2","2010","361500","house"
"3466","HEATHCOTE","13","66","5.2","2010","217000","house"
"3467","HEATHERTON","10","87","6.4","2010","625000","house"
"3468","HEATHMONT","5","139","9.1","2010","539500","house"
"3469","HEIDELBERG","9","137","9.0","2010","820000","house"
"3470","HEIDELBERG HEIGHTS","7","120","8.2","2010","560000","house"
"3471","HEIDELBERG WEST","9","142","9.3","2010","475000","house"
"3472","HEPBURN","-5","69","5.4","2010","317000","house"
"3473","HEPBURN SPRINGS","11","67","5.3","2010","298000","house"
"3474","HERNE HILL","8","80","6.1","2010","321000","house"
"3475","HEYFIELD","7","51","4.2","2010","155000","house"
"3476","HEYWOOD","-5","2","0.2","2010","172000","house"
"3477","HIGHETT","17","154","9.8","2010","760000","house"
"3478","HIGHTON","10","63","5.0","2010","435000","house"
"3479","HILLSIDE (MELTON)","12","86","6.4","2010","420000","house"
"3480","HOPETOUN","7","5","0.4","2010","63000","house"
"3481","HOPPERS CROSSING","14","84","6.3","2010","327500","house"
"3482","HORSHAM","2","44","3.7","2010","186000","house"
"3483","HUGHESDALE","5","153","9.7","2010","838000","house"
"3484","HUNTINGDALE","10","149","9.5","2010","642500","house"
"3485","HUNTLY","-4","42","3.5","2010","269500","house"
"3486","HURSTBRIDGE","11","84","6.3","2010","491000","house"
"3487","INDENTED HEAD","10","63","5.0","2010","360000","house"
"3488","INGLEWOOD","-24","53","4.3","2010","170000","house"
"3489","INVERLEIGH","4","103","7.3","2010","230000","house"
"3490","INVERLOCH","4","51","4.2","2010","422500","house"
"3491","INVERMAY PARK","-7","26","2.3","2010","337500","house"
"3492","IRONBARK","12","83","6.2","2010","232000","house"
"3493","IRYMPLE","-1","20","1.9","2010","213500","house"
"3494","IVANHOE","9","135","8.9","2010","1032500","house"
"3495","IVANHOE EAST","15","126","8.5","2010","1415000","house"
"3496","JACANA","12","96","7.0","2010","391000","house"
"3497","JACKASS FLAT","-2","73","5.6","2010","275000","house"
"3498","JAMIESON","-15","20","1.8","2010","242500","house"
"3499","JAN JUC","16","100","7.2","2010","542500","house"
"3500","JEERALANG NORTH","-20","17","1.6","2010","152000","house"
"3501","JEPARIT","44","73","5.7","2010","66000","house"
"3502","JOLIMONT","45","54","4.4","2010","2300000","house"
"3503","JUNCTION VILLAGE","5","95","6.9","2010","314500","house"
"3504","JUNORTOUN","17","89","6.6","2010","420000","house"
"3505","KALIMNA","-10","29","2.5","2010","265000","house"
"3506","KALLISTA","9","80","6.1","2010","450000","house"
"3507","KALORAMA","5","80","6.1","2010","440000","house"
"3508","KANGAROO FLAT","-1","36","3.2","2010","251000","house"
"3509","KANGAROO GROUND SOUTH","3","60","4.8","2010","679500","house"
"3510","KANIVA","18","31","2.7","2010","94000","house"
"3511","KEALBA","18","97","7.0","2010","385500","house"
"3512","KEILOR","17","110","7.7","2010","603000","house"
"3513","KEILOR DOWNS","13","103","7.3","2010","423000","house"
"3514","KEILOR EAST","13","118","8.1","2010","580000","house"
"3515","KEILOR LODGE","9","90","6.6","2010","460000","house"
"3516","KEILOR PARK","10","102","7.3","2010","514500","house"
"3517","KENNINGTON","4","52","4.3","2010","295000","house"
"3518","KENSINGTON","10","107","7.6","2010","676000","house"
"3519","KERANG","9","5","0.5","2010","147500","house"
"3520","KEW","9","157","9.9","2010","1650000","house"
"3521","KEW EAST","-3","143","9.3","2010","1085000","house"
"3522","KEW NORTH","8","148","9.5","2010","1174000","house"
"3523","KEYSBOROUGH","18","140","9.1","2010","417500","house"
"3524","KIALLA","1","13","1.2","2010","335000","house"
"3525","KILCUNDA","21","62","4.9","2010","350000","house"
"3526","KILLARA (WODONGA)","18","79","6.0","2010","212500","house"
"3527","KILMORE","-1","29","2.6","2010","327500","house"
"3528","KILSYTH","12","120","8.2","2010","432500","house"
"3529","KILSYTH SOUTH","9","92","6.7","2010","515500","house"
"3530","KINGLAKE","3","68","5.3","2010","267500","house"
"3531","KINGS PARK","17","95","6.9","2010","340000","house"
"3532","KINGSBURY","9","109","7.6","2010","519000","house"
"3533","KINGSVILLE","16","132","8.8","2010","630000","house"
"3534","KNOXFIELD","6","143","9.3","2010","471000","house"
"3535","KOO WEE RUP","16","83","6.3","2010","297000","house"
"3536","KOONDROOK","-17","15","1.4","2010","239500","house"
"3537","KOOYONG","-19","101","7.2","2010","2150500","house"
"3538","KOROIT","1","40","3.4","2010","236000","house"
"3539","KORUMBURRA","-3","36","3.2","2010","234000","house"
"3540","KURUNJANG","7","51","4.2","2010","288000","house"
"3541","KYABRAM","-3","25","2.3","2010","210000","house"
"3542","KYNETON","7","112","7.8","2010","330000","house"
"3543","LAKE BOGA","-10","69","5.4","2010","187000","house"
"3544","LAKE GARDENS","4","55","4.5","2010","387000","house"
"3545","LAKE TYERS BEACH","-17","17","1.6","2010","286000","house"
"3546","LAKE WENDOUREE","-1","89","6.6","2010","550000","house"
"3547","LAKES ENTRANCE","10","14","1.3","2010","256500","house"
"3548","LALOR","12","99","7.1","2010","387000","house"
"3549","LANCEFIELD","0","51","4.2","2010","281000","house"
"3550","LANG LANG","14","78","6.0","2010","260000","house"
"3551","LANGWARRIN","12","87","6.5","2010","395000","house"
"3552","LARA","2","42","3.6","2010","325000","house"
"3553","LARA LAKE","5","44","3.7","2010","340000","house"
"3554","LAUNCHING PLACE","19","85","6.3","2010","355000","house"
"3555","LAVERTON","14","132","8.8","2010","352000","house"
"3556","LAVERTON SOUTH","17","95","6.9","2010","410000","house"
"3557","LENEVA","2","11","1.0","2010","394000","house"
"3558","LEONGATHA","1","30","2.6","2010","285000","house"
"3559","LEOPOLD","12","55","4.5","2010","346000","house"
"3560","LILYDALE","19","94","6.8","2010","438500","house"
"3561","LINDENOW","0","18","1.6","2010","162500","house"
"3562","LINTON","33","16","1.5","2010","152500","house"
"3563","LISMORE","23","20","1.8","2010","134000","house"
"3564","LOCH SPORT","23","15","1.4","2010","170000","house"
"3565","LONG GULLY","-3","37","3.2","2010","210000","house"
"3566","LONGWARRY","6","97","7.0","2010","262500","house"
"3567","LORNE","-16","9","0.8","2010","800000","house"
"3568","LOVELY BANKS","21","55","4.5","2010","365000","house"
"3569","LOWER PLENTY","18","120","8.2","2010","650000","house"
"3570","LUCAS","-10","NA","NA","2010","NA","house"
"3571","LUCKNOW","1","12","1.1","2010","234000","house"
"3572","LYNBROOK","9","78","5.9","2010","412000","house"
"3573","LYNDHURST","7","82","6.2","2010","435000","house"
"3574","LYSTERFIELD","8","112","7.8","2010","640000","house"
"3575","LYSTERFIELD SOUTH","22","125","8.5","2010","1027500","house"
"3576","MACEDON","10","94","6.9","2010","473000","house"
"3577","MACLEOD","13","145","9.4","2010","645000","house"
"3578","MADDINGLEY","5","58","4.7","2010","292500","house"
"3579","MAFFRA","12","58","4.7","2010","230500","house"
"3580","MAIDEN GULLY","11","71","5.5","2010","385000","house"
"3581","MAIDSTONE","7","122","8.3","2010","565000","house"
"3582","MALDON","16","65","5.1","2010","280000","house"
"3583","MALLACOOTA","14","26","2.3","2010","300000","house"
"3584","MALMSBURY","-13","70","5.4","2010","314000","house"
"3585","MALVERN","3","124","8.4","2010","1741500","house"
"3586","MALVERN EAST","8","145","9.4","2010","1188000","house"
"3587","MANIFOLD HEIGHTS","27","96","7.0","2010","401000","house"
"3588","MANOR LAKES","8","48","4.0","2010","348500","house"
"3589","MANSFIELD","1","54","4.4","2010","280000","house"
"3590","MARENGO","4","53","4.4","2010","540000","house"
"3591","MARIBYRNONG","12","108","7.6","2010","705000","house"
"3592","MARLO","-10","26","2.3","2010","300000","house"
"3593","MARONG","-9","37","3.2","2010","257500","house"
"3594","MARSHALL","6","58","4.7","2010","370000","house"
"3595","MARYBOROUGH","9","49","4.0","2010","160000","house"
"3596","MCCRAE","15","91","6.7","2010","560000","house"
"3597","MCKENZIE HILL","8","55","4.5","2010","350000","house"
"3598","MCKINNON","13","165","10.2","2010","970000","house"
"3599","MEADOW HEIGHTS","6","59","4.7","2010","345000","house"
"3600","MELTON","10","60","4.8","2010","250000","house"
"3601","MELTON SOUTH","7","63","5.0","2010","248500","house"
"3602","MELTON WEST","12","52","4.3","2010","287000","house"
"3603","MENTONE","0","87","6.5","2010","680000","house"
"3604","MENZIES CREEK","3","88","6.5","2010","482500","house"
"3605","MERBEIN","-6","17","1.6","2010","161000","house"
"3606","MERINDA PARK","12","96","7.0","2010","300000","house"
"3607","MERNDA","5","39","3.4","2010","390000","house"
"3608","MERRICKS BEACH","-4","37","3.2","2010","690000","house"
"3609","MERRIJIG (MANSFIELD)","15","43","3.7","2010","287500","house"
"3610","METUNG","20","38","3.3","2010","302000","house"
"3611","MICKLEHAM","18","NA","NA","2010","NA","house"
"3612","MIDDLE PARK","-7","140","9.1","2010","1512500","house"
"3613","MILDURA","3","30","2.7","2010","220000","house"
"3614","MILL PARK","16","98","7.0","2010","420000","house"
"3615","MILLGROVE","7","69","5.4","2010","234000","house"
"3616","MINERS REST","-1","32","2.8","2010","320000","house"
"3617","MINYIP","-15","21","1.9","2010","85000","house"
"3618","MIRBOO NORTH","7","71","5.5","2010","244000","house"
"3619","MITCHAM","6","159","10.0","2010","635000","house"
"3620","MITCHELL PARK","0","39","3.3","2010","257000","house"
"3621","MOE","6","39","3.3","2010","150000","house"
"3622","MOGGS CREEK","15","87","6.5","2010","636000","house"
"3623","MONBULK","10","96","7.0","2010","420000","house"
"3624","MONT ALBERT","3","172","10.5","2010","1310000","house"
"3625","MONT ALBERT NORTH","5","178","10.8","2010","965000","house"
"3626","MONTMORENCY","7","118","8.1","2010","580000","house"
"3627","MONTROSE","12","115","8.0","2010","440000","house"
"3628","MOONEE PONDS","8","109","7.6","2010","852500","house"
"3629","MOORABBIN","14","124","8.4","2010","710000","house"
"3630","MOOROOLBARK","11","116","8.0","2010","445000","house"
"3631","MOOROOPNA","-5","4","0.4","2010","222000","house"
"3632","MORDIALLOC","11","135","8.9","2010","650000","house"
"3633","MORNINGTON","13","110","7.7","2010","512000","house"
"3634","MORTLAKE","25","0","NA","2010","150000","house"
"3635","MORWELL","1","25","2.2","2010","153000","house"
"3636","MOUNT BEAUTY","-3","5","0.4","2010","195000","house"
"3637","MOUNT CLEAR","5","45","3.8","2010","265000","house"
"3638","MOUNT DANDENONG","5","90","6.6","2010","476000","house"
"3639","MOUNT DUNEED","-22","NA","NA","2010","267000","house"
"3640","MOUNT ELIZA","14","90","6.7","2010","732000","house"
"3641","MOUNT EVELYN","11","103","7.3","2010","390500","house"
"3642","MOUNT HELEN","-1","37","3.2","2010","311000","house"
"3643","MOUNT MACEDON","18","83","6.2","2010","520000","house"
"3644","MOUNT MARTHA","21","97","7.0","2010","705500","house"
"3645","MOUNT PLEASANT","1","69","5.4","2010","239000","house"
"3646","MOUNT WAVERLEY","0","172","10.5","2010","806000","house"
"3647","MULGRAVE","2","121","8.2","2010","550000","house"
"3648","MURCHISON","13","18","1.7","2010","177500","house"
"3649","MURRUMBEENA","7","136","8.9","2010","835000","house"
"3650","MURTOA","7","30","2.7","2010","85000","house"
"3651","MYRTLEFORD","8","16","1.5","2010","174500","house"
"3652","NAGAMBIE","-9","55","4.5","2010","351500","house"
"3653","NAR NAR GOON","-18","84","6.3","2010","382500","house"
"3654","NARRE WARREN","13","87","6.5","2010","369000","house"
"3655","NARRE WARREN NORTH","-3","88","6.5","2010","710000","house"
"3656","NARRE WARREN SOUTH","10","77","5.9","2010","405000","house"
